frame,time,pc,value
6155,106.252184360000,5727,0
6156,106.269366320000,56e3,3b0000
6156,106.269409120000,570b,ff0000
6156,106.269451640000,5727,0
6157,106.286624520000,56e3,3b0000
6157,106.286667280000,570b,ff0000
6157,106.286709760000,5727,0
6158,106.303891720000,56e3,3b0000
6158,106.303934480000,570b,ff0000
6158,106.303976960000,5727,0
6159,106.321149880000,56e3,3c0000
6159,106.321192720000,570b,ff0000
6159,106.321235200000,5727,0
6160,106.338417240000,56e3,3c0000
6160,106.338460000000,570b,ff0000
6160,106.338502480000,5727,0
6161,106.355675440000,56e3,3d0000
6161,106.355718200000,570b,ff0000
6161,106.355760680000,5727,0
6162,106.372942600000,56e3,3e0000
6162,106.372985360000,570b,ff0000
6162,106.373027960000,5727,0
6163,106.390200960000,56e3,3f0000
6163,106.390243720000,570b,ff0000
6163,106.390286200000,5727,0
6164,106.407468280000,56e3,400000
6164,106.407511160000,570b,ff0000
6164,106.407553680000,5727,0
6165,106.424744640000,56e3,410000
6165,106.424787400000,570b,ff0000
6165,106.424829880000,5727,0
6166,106.441993560000,56e3,430000
6166,106.442036440000,570b,ff0000
6166,106.442078960000,5727,0
6167,106.459251640000,56e3,440000
6167,106.459294480000,570b,ff0000
6167,106.459336960000,5727,0
6168,106.476518960000,56e3,460000
6168,106.476561800000,570b,ff0000
6168,106.476604360000,5727,0
6169,106.493777160000,56e3,480000
6169,106.493819920000,570b,ff0000
6169,106.493862520000,5727,0
6170,106.511044480000,56e3,4b0000
6170,106.511087320000,570b,ff0000
6170,106.511129880000,5727,0
6171,106.528302600000,56e3,4e0000
6171,106.528345480000,570b,ff0000
6171,106.528387960000,5727,0
6172,106.545569800000,56e3,520000
6172,106.545612680000,570b,ff0000
6172,106.545655280000,5727,0
6173,106.562828000000,56e3,570000
6173,106.562870760000,570b,ff0000
6173,106.562913240000,5727,0
6174,106.580095440000,56e3,5d0000
6174,106.580138240000,570b,ff0000
6174,106.580180760000,5727,0
6175,106.597353440000,56e3,630000
6175,106.597396200000,570b,ff0000
6175,106.597438680000,5727,0
6176,106.614621440000,56e3,6a0000
6176,106.614664280000,570b,ff0000
6176,106.614706840000,5727,0
6177,106.631878960000,56e3,710000
6177,106.631921720000,570b,ff0000
6177,106.631964200000,5727,0
6178,106.649140160000,56e3,780000
6178,106.649183000000,570b,ff0000
6178,106.649226240000,5727,0
6179,106.666410240000,56e3,7d0000
6179,106.666453000000,570b,ff0000
6179,106.666495600000,5727,0
6180,106.683665640000,56e3,800000
6180,106.683708400000,570b,ff0000
6180,106.683750880000,5727,0
6181,106.700935800000,56e3,800000
6181,106.700978680000,570b,ff0000
6181,106.701021240000,5727,0
6182,106.718197120000,56e3,800000
6182,106.718239920000,570b,ff0000
6182,106.718282520000,5727,0
6183,106.735455240000,56e3,800000
6183,106.735498000000,570b,ff0000
6183,106.735540560000,5727,0
6184,106.752716640000,56e3,800000
6184,106.752759440000,570b,ff0000
6184,106.752801920000,5727,0
6185,106.769986720000,56e3,800000
6185,106.770029480000,570b,ff0000
6185,106.770072080000,5727,0
6186,106.787241920000,56e3,800000
6186,106.787284680000,570b,ff0000
6186,106.787327160000,5727,0
6187,106.804512000000,56e3,810000
6187,106.804554840000,570b,ff0000
6187,106.804597320000,5727,0
6188,106.821767520000,56e3,830000
6188,106.821810280000,570b,ff0000
6188,106.821852760000,5727,0
6189,106.839037520000,56e3,850000
6189,106.839080400000,570b,ff0000
6189,106.839122880000,5727,0
6190,106.856292880000,56e3,880000
6190,106.856335640000,570b,ff0000
6190,106.856378120000,5727,0
6191,106.873562920000,56e3,8a0000
6191,106.873605680000,570b,ff0000
6191,106.873648160000,5727,0
6192,106.890818240000,56e3,8d0000
6192,106.890861000000,570b,ff0000
6192,106.890903480000,5727,0
6193,106.908088440000,56e3,900000
6193,106.908131200000,570b,ff0000
6193,106.908173760000,5727,0
6194,106.925343680000,56e3,930000
6194,106.925386520000,570b,ff0000
6194,106.925429000000,5727,0
6195,106.942613960000,56e3,970000
6195,106.942656720000,570b,ff0000
6195,106.942699200000,5727,0
6196,106.959869920000,56e3,9b0000
6196,106.959912680000,570b,ff0000
6196,106.959955160000,5727,0
6197,106.977139280000,56e3,9e0000
6197,106.977182040000,570b,ff0000
6197,106.977224520000,5727,0
6198,106.994394560000,56e3,a20000
6198,106.994437320000,570b,ff0000
6198,106.994479880000,5727,0
6199,107.011664680000,56e3,a60000
6199,107.011707440000,570b,ff0000
6199,107.011750000000,5727,0
6200,107.028920000000,56e3,aa0000
6200,107.028962760000,570b,ff0000
6200,107.029005320000,5727,0
6201,107.046190200000,56e3,ae0000
6201,107.046232960000,570b,ff0000
6201,107.046275480000,5727,0
6202,107.063445560000,56e3,b20000
6202,107.063488440000,570b,ff0000
6202,107.063530920000,5727,0
6203,107.080715520000,56e3,b50000
6203,107.080758280000,570b,ff0000
6203,107.080800760000,5727,0
6204,107.097970880000,56e3,b80000
6204,107.098013640000,570b,ff0000
6204,107.098056120000,5727,0
6205,107.115241080000,56e3,bb0000
6205,107.115283840000,570b,ff0000
6205,107.115326320000,5727,0
6206,107.132496320000,56e3,bc0000
6206,107.132539080000,570b,ff0000
6206,107.132581680000,5727,0
6207,107.149766400000,56e3,bd0000
6207,107.149809160000,570b,ff0000
6207,107.149851640000,5727,0
6208,107.167021760000,56e3,be0000
6208,107.167064520000,570b,ff0000
6208,107.167107000000,5727,0
6209,107.184291880000,56e3,be0000
6209,107.184334640000,570b,ff0000
6209,107.184377120000,5727,0
6210,107.201547200000,56e3,be0000
6210,107.201589960000,570b,ff0000
6210,107.201632440000,5727,0
6211,107.218817280000,56e3,bd0000
6211,107.218860040000,570b,ff0000
6211,107.218902520000,5727,0
6212,107.236072640000,56e3,bd0000
6212,107.236115400000,570b,ff0000
6212,107.236157880000,5727,0
6213,107.253342840000,56e3,bc0000
6213,107.253385720000,570b,ff0000
6213,107.253428200000,5727,0
6214,107.270598080000,56e3,bc0000
6214,107.270640840000,570b,ff0000
6214,107.270683400000,5727,0
6215,107.287868280000,56e3,bb0000
6215,107.287911040000,570b,ff0000
6215,107.287953520000,5727,0
6216,107.305123520000,56e3,bb0000
6216,107.305166280000,570b,ff0000
6216,107.305208760000,5727,0
6217,107.322393760000,56e3,bb0000
6217,107.322436520000,570b,ff0000
6217,107.322479040000,5727,0
6218,107.339648960000,56e3,bc0000
6218,107.339691720000,570b,ff0000
6218,107.339734320000,5727,0
6219,107.356919120000,56e3,bc0000
6219,107.356961880000,570b,ff0000
6219,107.357004360000,5727,0
6220,107.374174400000,56e3,bc0000
6220,107.374217160000,570b,ff0000
6220,107.374259760000,5727,0
6221,107.391444640000,56e3,bc0000
6221,107.391487400000,570b,ff0000
6221,107.391529880000,5727,0
6222,107.408718240000,56e3,bd0000
6222,107.408761000000,570b,ff0000
6222,107.408803480000,5727,0
6223,107.425969920000,56e3,bd0000
6223,107.426012680000,570b,ff0000
6223,107.426055280000,5727,0
6224,107.443225360000,56e3,bc0000
6224,107.443268120000,570b,ff0000
6224,107.443310600000,5727,0
6225,107.460495520000,56e3,bc0000
6225,107.460538280000,570b,ff0000
6225,107.460580760000,5727,0
6226,107.477750720000,56e3,bc0000
6226,107.477793480000,570b,ff0000
6226,107.477835960000,5727,0
6227,107.495020880000,56e3,bc0000
6227,107.495063640000,570b,ff0000
6227,107.495106120000,5727,0
6228,107.512276400000,56e3,bc0000
6228,107.512319160000,570b,ff0000
6228,107.512361640000,5727,0
6229,107.529546360000,56e3,bc0000
6229,107.529589120000,570b,ff0000
6229,107.529631600000,5727,0
6230,107.546801720000,56e3,bc0000
6230,107.546844480000,570b,ff0000
6230,107.546886960000,5727,0
6231,107.564071880000,56e3,bc0000
6231,107.564114640000,570b,ff0000
6231,107.564157120000,5727,0
6232,107.581327240000,56e3,bc0000
6232,107.581370040000,570b,ff0000
6232,107.581412520000,5727,0
6233,107.598597200000,56e3,bc0000
6233,107.598639960000,570b,ff0000
6233,107.598682440000,5727,0
6234,107.615852480000,56e3,bc0000
6234,107.615895280000,570b,ff0000
6234,107.615937840000,5727,0
6235,107.633122640000,56e3,bb0000
6235,107.633165400000,570b,ff0000
6235,107.633208000000,5727,0
6236,107.650377920000,56e3,bb0000
6236,107.650420680000,570b,ff0000
6236,107.650463160000,5727,0
6237,107.667648160000,56e3,ba0000
6237,107.667690920000,570b,ff0000
6237,107.667733400000,5727,0
6238,107.684903480000,56e3,b90000
6238,107.684946240000,570b,ff0000
6238,107.684988720000,5727,0
6239,107.702173560000,56e3,b70000
6239,107.702216320000,570b,ff0000
6239,107.702258800000,5727,0
6240,107.719428960000,56e3,b50000
6240,107.719471720000,570b,ff0000
6240,107.719514200000,5727,0
6241,107.736698960000,56e3,b30000
6241,107.736741720000,570b,ff0000
6241,107.736784200000,5727,0
6242,107.753954360000,56e3,b10000
6242,107.753997120000,570b,ff0000
6242,107.754039640000,5727,0
6243,107.771224360000,56e3,ae0000
6243,107.771267120000,570b,ff0000
6243,107.771309600000,5727,0
6244,107.788479800000,56e3,ac0000
6244,107.788522560000,570b,ff0000
6244,107.788565040000,5727,0
6245,107.805749840000,56e3,a80000
6245,107.805792600000,570b,ff0000
6245,107.805835080000,5727,0
6246,107.823011120000,56e3,a50000
6246,107.823053880000,570b,ff0000
6246,107.823096360000,5727,0
6247,107.840269360000,56e3,a20000
6247,107.840312120000,570b,ff0000
6247,107.840354600000,5727,0
6248,107.857536560000,56e3,9e0000
6248,107.857579440000,570b,ff0000
6248,107.857621960000,5727,0
6249,107.874794800000,56e3,9b0000
6249,107.874837560000,570b,ff0000
6249,107.874880160000,5727,0
6250,107.892062120000,56e3,970000
6250,107.892104960000,570b,ff0000
6250,107.892147440000,5727,0
6251,107.909320240000,56e3,930000
6251,107.909363000000,570b,ff0000
6251,107.909405600000,5727,0
6252,107.926587400000,56e3,8f0000
6252,107.926630240000,570b,ff0000
6252,107.926672840000,5727,0
6253,107.943845720000,56e3,8c0000
6253,107.943888480000,570b,ff0000
6253,107.943930960000,5727,0
6254,107.961112920000,56e3,890000
6254,107.961155760000,570b,ff0000
6254,107.961198360000,5727,0
6255,107.978371120000,56e3,860000
6255,107.978413880000,570b,ff0000
6255,107.978456360000,5727,0
6256,107.995638480000,56e3,830000
6256,107.995681240000,570b,ff0000
6256,107.995723800000,5727,0
6257,108.012896640000,56e3,810000
6257,108.012939400000,570b,ff0000
6257,108.012982000000,5727,0
6258,108.030163840000,56e3,800000
6258,108.030206600000,570b,ff0000
6258,108.030249080000,5727,0
6259,108.047421960000,56e3,800000
6259,108.047464720000,570b,ff0000
6259,108.047507200000,5727,0
6260,108.064689200000,56e3,800000
6260,108.064731960000,570b,ff0000
6260,108.064774440000,5727,0
6261,108.081947480000,56e3,800000
6261,108.081990240000,570b,ff0000
6261,108.082032800000,5727,0
6262,108.099214800000,56e3,800000
6262,108.099257640000,570b,ff0000
6262,108.099300160000,5727,0
6263,108.116472840000,56e3,800000
6263,108.116515600000,570b,ff0000
6263,108.116558080000,5727,0
6264,108.133740200000,56e3,800000
6264,108.133783000000,570b,ff0000
6264,108.133825480000,5727,0
6265,108.150998360000,56e3,800000
6265,108.151041120000,570b,ff0000
6265,108.151083600000,5727,0
6266,108.168266320000,56e3,800000
6266,108.168309120000,570b,ff0000
6266,108.168351640000,5727,0
6267,108.185523680000,56e3,800000
6267,108.185566440000,570b,ff0000
6267,108.185608920000,5727,0
6268,108.202790960000,56e3,800000
6268,108.202833760000,570b,ff0000
6268,108.202876360000,5727,0
6269,108.220049240000,56e3,800000
6269,108.220092000000,570b,ff0000
6269,108.220134480000,5727,0
6270,108.237316480000,56e3,800000
6270,108.237359280000,570b,ff0000
6270,108.237401800000,5727,0
6271,108.254574640000,56e3,800000
6271,108.254617400000,570b,ff0000
6271,108.254659880000,5727,0
6272,108.271841920000,56e3,800000
6272,108.271884760000,570b,ff0000
6272,108.271927240000,5727,0
6273,108.289100040000,56e3,800000
6273,108.289142800000,570b,ff0000
6273,108.289185280000,5727,0
6274,108.306367400000,56e3,800000
6274,108.306410200000,570b,ff0000
6274,108.306452720000,5727,0
6275,108.323625560000,56e3,800000
6275,108.323668440000,570b,ff0000
6275,108.323710920000,5727,0
6276,108.340892840000,56e3,800000
6276,108.340935680000,570b,ff0000
6276,108.340978200000,5727,0
6277,108.358150920000,56e3,800000
6277,108.358193680000,570b,ff0000
6277,108.358236160000,5727,0
6278,108.375418280000,56e3,800000
6278,108.375461080000,570b,ff0000
6278,108.375503560000,5727,0
6279,108.392694680000,56e3,800000
6279,108.392737560000,570b,ff0000
6279,108.392780040000,5727,0
6280,108.409943600000,56e3,800000
6280,108.409986400000,570b,ff0000
6280,108.410028920000,5727,0
6281,108.427201840000,56e3,800000
6281,108.427244600000,570b,ff0000
6281,108.427287200000,5727,0
6282,108.444469160000,56e3,800000
6282,108.444511960000,570b,ff0000
6282,108.444554480000,5727,0
6283,108.461727320000,56e3,800000
6283,108.461770200000,570b,ff0000
6283,108.461812680000,5727,0
6284,108.478994680000,56e3,800000
6284,108.479037440000,570b,ff0000
6284,108.479079920000,5727,0
6285,108.496252800000,56e3,800000
6285,108.496295560000,570b,ff0000
6285,108.496338040000,5727,0
6286,108.513520040000,56e3,800000
6286,108.513562840000,570b,ff0000
6286,108.513605360000,5727,0
6287,108.530778200000,56e3,800000
6287,108.530821080000,570b,ff0000
6287,108.530863560000,5727,0
6288,108.548045560000,56e3,800000
6288,108.548088360000,570b,ff0000
6288,108.548130880000,5727,0
6289,108.565303680000,56e3,800000
6289,108.565346440000,570b,ff0000
6289,108.565388920000,5727,0
6290,108.582570960000,56e3,800000
6290,108.582613760000,570b,ff0000
6290,108.582656280000,5727,0
6291,108.599828960000,56e3,800000
6291,108.599871720000,570b,ff0000
6291,108.599914200000,5727,0
6292,108.617096240000,56e3,800000
6292,108.617139000000,570b,ff0000
6292,108.617181520000,5727,0
6293,108.634354440000,56e3,800000
6293,108.634397200000,570b,ff0000
6293,108.634439760000,5727,0
6294,108.651621720000,56e3,800000
6294,108.651664520000,570b,ff0000
6294,108.651707040000,5727,0
6295,108.668879960000,56e3,800000
6295,108.668922720000,570b,ff0000
6295,108.668965200000,5727,0
6296,108.686147120000,56e3,800000
6296,108.686189880000,570b,ff0000
6296,108.686232400000,5727,0
6297,108.703405360000,56e3,800000
6297,108.703448120000,570b,ff0000
6297,108.703490600000,5727,0
6298,108.720672760000,56e3,800000
6298,108.720715560000,570b,ff0000
6298,108.720758080000,5727,0
6299,108.737930800000,56e3,800000
6299,108.737973560000,570b,ff0000
6299,108.738016160000,5727,0
6300,108.755198080000,56e3,800000
6300,108.755240880000,570b,ff0000
6300,108.755283440000,5727,0
